#Frame            fit       ligand
     619       1.9913       1.4997
     620       1.8404       1.4657
     621       1.8244       1.1986
     622       1.8800       1.2566
     623       1.8258       1.1019
     624       1.8990       1.2244
     625       2.1685       1.5164
     626       1.9646       1.2656
     627       2.0102       1.3451
     628       1.8302       1.2051
     629       1.9350       1.0267
     630       2.0004       1.2341
     631       1.9224       1.0629
     632       1.8853       0.7412
     633       1.8802       1.1584
     634       1.9623       0.7188
     635       2.0101       0.9472
     636       2.0608       1.0814
     637       2.0134       0.8546
     638       1.9741       0.8205
     639       2.0133       0.8945
     640       2.1688       1.1084
     641       2.0269       1.1768
     642       1.9681       0.9075
     643       1.8441       0.7722
     644       2.0099       0.8257
     645       1.7700       0.9204
     646       1.9521       1.3543
     647       1.9278       0.9465
     648       1.8004       1.0578
     649       1.9691       1.2282
     650       1.9478       0.9690
     651       1.8600       0.9451
     652       1.9848       0.9416
     653       1.9636       1.0316
     654       2.0514       1.2063
     655       1.9168       1.3636
     656       1.9648       1.5461
     657       1.7854       1.4824
     658       1.9596       1.6277
     659       2.1765       1.8652
     660       1.8610       1.5439
     661       2.0231       1.2789
     662       1.8557       1.3833
     663       1.9813       1.6033
     664       1.9399       1.3109
     665       1.8454       1.7163
     666       1.9082       1.0864
     667       2.0440       1.2795
     668       1.8541       1.1569
     669       1.8266       1.1955
     670       2.0059       1.4587
     671       1.9426       1.2090
     672       2.0241       1.3601
     673       2.0543       1.4667
     674       2.1020       1.4430
     675       1.9036       1.5150
     676       2.0158       1.4355
     677       2.1493       1.3233
     678       1.9347       1.2803
     679       2.2947       1.3901
     680       2.2685       1.3334
     681       2.0492       1.2868
     682       1.8506       1.0391
     683       2.1188       1.6252
     684       2.0057       1.3502
     685       1.8915       1.4033
     686       2.2947       1.5706
     687       2.2145       1.5004
     688       2.1058       1.5005
     689       2.0032       1.5692
     690       2.0838       1.2573
     691       2.3745       1.4931
     692       2.1380       1.4156
     693       1.9067       1.2219
     694       1.9743       1.3024
     695       2.1504       1.2144
     696       2.0704       1.1802
     697       1.9636       0.9356
     698       2.0731       1.1651
     699       2.2273       1.2772
     700       2.0816       1.2646
     701       1.8406       1.2867
     702       2.1972       1.2284
     703       2.3814       1.3906
     704       2.0399       1.0645
     705       2.2745       1.2258
     706       2.0174       1.5903
     707       2.0038       1.1186
     708       2.2489       1.1914
     709       1.9272       1.4929
     710       2.0083       1.7097
     711       2.3390       1.8080
     712       2.2242       1.5754
     713       2.1538       1.4821
     714       2.1583       2.0020
     715       1.9475       1.7472
     716       1.9695       1.6904
     717       2.0344       1.8115
     718       2.2894       2.1524
     719       2.2119       1.6544
     720       2.0030       2.0263
     721       2.0363       2.0603
     722       2.2299       1.9178
     723       2.3716       2.2647
     724       2.0328       1.1395
     725       2.2002       1.6688
     726       1.9979       1.8251
     727       2.4630       1.6669
     728       2.0036       1.7679
     729       2.1737       1.6963
     730       2.1223       2.4436
     731       2.1998       2.2340
     732       2.1265       1.5972
     733       2.3113       1.2596
     734       2.2428       1.4184
     735       2.1278       1.3405
     736       2.2988       1.5644
     737       2.0832       1.2418
     738       2.2581       1.3683
     739       2.2809       1.5628
     740       2.4039       1.6396
     741       2.2329       1.5355
     742       2.0912       1.5835
     743       2.2351       1.6674
     744       2.3178       1.6196
     745       2.3514       1.9332
     746       2.4564       1.5328
     747       2.2695       1.5446
     748       2.2104       1.7202
     749       2.3723       1.4765
     750       2.0989       1.4084
     751       2.1675       1.6220
     752       2.0937       1.8087
     753       2.0303       1.5996
     754       1.9017       1.5117
     755       1.9102       1.5744
     756       2.0741       1.5894
     757       1.9527       1.5636
     758       1.9605       1.5114
     759       1.8672       1.5714
     760       2.0665       1.7639
     761       1.9765       1.6947
     762       1.9613       1.5717
     763       2.0413       1.6337
     764       1.9808       1.6370
     765       2.1008       1.4997
     766       2.1148       1.5586
     767       2.0896       1.2435
     768       1.9997       1.1897
     769       2.0084       1.3157
     770       1.9271       1.5117
     771       2.0261       1.4983
     772       1.9729       1.5062
     773       1.9499       1.6985
     774       2.0329       1.4876
     775       1.9543       1.3447
     776       1.9688       1.2205
     777       2.0435       1.5182
     778       2.0017       1.3391
     779       2.1266       1.4878
     780       1.8517       1.5217
     781       1.8822       1.2413
     782       1.9363       1.2155
     783       1.9384       1.1656
     784       1.9347       1.1782
     785       2.1783       1.4313
     786       1.9956       1.0664
     787       1.9050       1.3540
     788       2.0494       1.2904
     789       2.0388       1.1514
     790       1.9337       1.1526
     791       1.9025       1.3651
     792       2.0258       1.5833
     793       1.7528       1.1634
     794       1.8906       1.1476
     795       1.9898       1.6548
     796       1.8482       1.1205
     797       1.8976       1.2675
     798       1.8222       1.4806
     799       1.9194       1.4560
     800       1.9004       1.4589
     801       1.9406       1.0340
     802       2.1637       1.4789
     803       1.8144       1.3439
     804       2.0898       1.5004
     805       1.9923       1.2352
     806       1.9445       1.2889
     807       1.9873       1.3622
     808       2.0828       1.9413
     809       1.8822       2.1831
     810       2.0146       2.0501
     811       2.0059       1.7143
     812       2.0424       2.0422
     813       2.0800       1.9858
     814       2.1143       1.6617
     815       1.9323       1.2947
     816       1.9301       1.6225
     817       1.8972       1.7764
     818       2.0688       1.7968
     819       1.9603       1.2927
     820       1.9794       1.4716
     821       2.0599       1.2986
     822       2.0302       1.8307
     823       2.0121       1.6557
     824       1.9898       1.6230
     825       1.7956       1.3349
     826       2.0245       1.4056
     827       1.9648       1.9133
     828       1.9777       1.5733
     829       1.9321       1.5865
     830       2.0024       1.6580
     831       1.8489       1.7540
     832       2.0288       1.8375
     833       1.8775       1.9349
     834       1.9921       1.3984
     835       1.9004       1.3738
     836       2.2053       2.4412
     837       2.0527       2.7114
     838       2.1390       5.7178
     839       2.1162       2.5935
     840       1.9987       3.1026
     841       2.0268       1.3548
     842       1.9605       1.9944
     843       2.2155       2.5650
     844       2.0014       2.2175
     845       2.1358       2.2843
     846       2.1765       2.3644
     847       2.3067       2.4511
     848       2.0976       2.3542
     849       2.4055       1.9718
     850       2.1717       1.8669
     851       2.2009       1.9860
     852       2.0280       2.1534
     853       2.1118       1.5696
     854       2.3994       2.3084
     855       2.1944       1.8456
     856       2.5091       1.8079
     857       2.1470       1.8517
     858       2.3459       2.1923
     859       1.9163       2.5679
     860       2.1108       2.6474
     861       2.3582       1.9658
     862       2.4624       1.1143
     863       2.3705       1.5616
     864       2.0227       2.4051
     865       2.1922       1.7083
     866       2.3808       2.2578
     867       1.9973       1.1450
     868       2.0354       2.0422
     869       2.0814       2.0016
     870       2.2757       1.9776
     871       2.3944       2.3420
     872       2.1955       2.3217
     873       2.3362       2.2667
     874       1.9052       2.2980
     875       2.0997       1.9396
     876       2.0137       2.1737
     877       2.1944       2.1431
     878       2.2155       2.4582
     879       2.2533       1.9809
     880       2.4514       2.4220
     881       2.0506       2.3191
     882       2.0020       2.1455
     883       2.0002       2.2524
     884       1.8987       2.8088
     885       2.2063       1.9848
     886       2.3424       2.4327
     887       1.9728       2.1048
     888       2.0820       2.0333
     889       2.1256       1.8878
     890       2.0273       1.9549
     891       1.8421       2.0754
     892       2.1190       2.2597
     893       2.0258       2.3032
     894       2.5127       2.4795
     895       2.0978       2.3587
     896       2.1978       2.1776
     897       2.2063       2.1370
     898       2.0154       2.1493
     899       2.1276       2.6746
     900       2.1015       2.3408
     901       2.0113       2.0723
     902       2.1084       1.8698
     903       1.9941       1.9055
     904       2.1013       2.2010
     905       1.9884       2.2106
     906       2.0416       1.8059
     907       2.0756       2.1466
     908       2.4031       2.3073
