#Frame          phi:2        psi:2
    7693     -87.3520      74.9584
    7694     -54.5473     166.7296
    7695     -56.3147     -36.3746
    7696    -165.2224     159.9968
    7697     -52.3180     -37.4815
    7698     -48.6537     -41.3846
    7699    -124.0129     139.3687
    7700    -125.5805     130.3531
    7701     -74.1341     101.0136
    7702    -128.9144    -177.2574
    7703     -58.3944     139.2602
    7704     -80.9058     149.8760
    7705     -90.1254      63.0718
    7706     -50.8613     -48.8423
    7707     -44.1731     157.8782
    7708     -74.5135     -34.2743
    7709     -80.1218       0.2929
    7710     -53.9620     -28.7038
    7711     -73.0508       7.7106
    7712     -67.9357     111.9930
    7713     -68.2015     -44.2178
    7714     -60.4147     136.3560
    7715    -102.9485      -8.6861
    7716     -56.7063     137.1672
    7717     -64.7005     154.3624
    7718     -96.5806     133.2022
    7719     -94.4183      68.6522
    7720    -172.0110     137.4944
    7721     -85.5593       4.2317
    7722     -81.0585      -7.2429
    7723     -57.6628     -27.4966
    7724    -113.0162      98.9171
    7725     -75.6312    -173.2030
    7726     -62.6996     141.4533
    7727     -81.5078     111.3061
    7728     -60.7175     162.4007
    7729     -56.1475     161.6339
    7730     -44.5960     118.5606
    7731     -71.6952     152.6226
    7732     -57.1280     153.4164
    7733     -63.7446     137.9992
    7734     -71.0654      89.5201
    7735     -64.9957     -33.4076
    7736     -73.3232    -174.1559
    7737     -54.5007     149.3635
    7738     -81.3383     -14.8407
    7739     -50.0293     149.1582
    7740     -59.8261     140.5067
    7741     -55.0998     149.6623
    7742     -84.7568     150.4802
    7743    -148.4697       3.9575
    7744     -81.2060     144.4567
    7745     -69.4508     101.9670
    7746     -64.5485     -42.1344
    7747     -60.3038     146.0658
    7748    -145.7364     134.1287
    7749     -95.2883      12.5339
    7750     -83.1286     153.8160
    7751     -56.8924     -44.7048
    7752     -72.8422      10.3186
    7753     -57.6549     142.4651
    7754     -88.6057     131.5539
    7755    -101.3560      93.4203
    7756     -89.8861      14.6369
    7757     -72.5660      -1.1230
    7758     -62.5979     -44.0126
    7759     -68.0047     -21.2531
    7760    -150.3129     140.4080
    7761     -92.2504      63.7940
    7762     -54.3513     136.9512
    7763     -57.3354     142.2468
    7764    -138.0779      18.1650
    7765    -153.3826      55.6937
    7766     -52.5605     141.6747
    7767     -90.1120     120.3905
    7768     -77.8430     -13.9945
    7769    -112.8948     139.7252
    7770     -98.8106     -13.7589
    7771     -81.4326      67.6439
    7772     -92.1458       6.1636
    7773     -68.5922     153.9316
    7774    -118.7530    -141.5233
    7775     -86.9249      63.7604
    7776     -68.2457     -35.5776
    7777    -153.8380     175.0602
    7778     -48.5251     -53.6496
    7779    -124.5273     104.5164
    7780     -84.9555     157.1841
    7781    -165.3010     150.7248
    7782     -67.0880     125.9478
    7783     -68.2595     146.7520
    7784     -74.6228     151.6060
    7785     -67.0959     129.0778
    7786     -37.4871     134.5210
    7787     -81.1759     164.2855
    7788     -84.4986      -3.8632
    7789     -66.3416     130.7362
    7790    -137.6313    -177.5008
    7791     -88.0195      -4.5063
    7792     -85.7306      72.7772
    7793     -72.8539     -22.0785
    7794     -54.3163     -49.1191
    7795    -177.4295     135.1501
    7796     -76.0250     144.1517
    7797     -62.3091     160.1594
    7798     -77.2140     -12.9657
    7799     -59.4109     130.4635
    7800     -81.4287     -19.8672
    7801     -80.1208      58.3447
    7802    -164.4982     170.0295
    7803     -83.7656     132.1021
    7804     -68.9300     148.1398
    7805     -70.9140    -173.2553
    7806     -67.5717     -47.9138
    7807     -72.1914     134.5884
    7808     -54.9772     126.7078
    7809     -53.5217     -42.4141
    7810     -52.8726     -46.2252
    7811     -63.3168     -27.3542
    7812     -43.8409     128.0013
    7813     -54.2438     133.3070
    7814    -121.5621      11.8459
    7815    -102.5927     116.3750
    7816     -82.9104     -38.2310
    7817     -58.8937     149.3133
    7818     -67.6869     147.0994
    7819     -61.7148     132.5919
    7820     -62.2839     132.9422
    7821     -33.8366     131.9300
    7822     -79.7305     127.6157
    7823     -72.6842     -25.4582
    7824    -129.0703     159.9220
    7825     -68.8602     168.5912
    7826     -74.2779     132.4459
    7827     -55.1249     142.1429
    7828     -56.2117     161.0703
    7829     -45.2278     137.9319
    7830     -59.8715     143.1573
    7831     -80.9663     100.9025
    7832     -58.1752     135.2161
    7833     -73.3870     131.9683
    7834     -60.7469     -38.7018
    7835     -40.3763     115.6806
    7836    -166.4890     161.1514
    7837     -73.3351     167.7416
    7838     -85.5822     150.3335
    7839     -67.8636     103.4311
    7840     -54.1942     143.5161
    7841    -125.2525      17.9153
    7842     -49.1650     137.0216
    7843    -127.0583      33.0099
    7844     -63.3849     150.8365
    7845     -60.4457     137.6722
    7846     -95.2056     -13.1721
    7847     -66.1161     149.9548
    7848     -72.5817     141.4063
    7849     -66.4430     118.4083
    7850     -81.9106     -20.9549
    7851     -71.9474     -12.0410
    7852    -169.2080     133.5873
    7853     -63.2918     139.2762
    7854     -67.0585      91.5769
    7855     -60.7801     146.9062
    7856     -71.3267     144.5826
    7857     -81.5679      -9.2477
    7858    -179.4761     158.1114
    7859    -116.9399     106.5841
    7860     -58.7349     160.6425
    7861     -63.0730     135.2435
    7862    -144.3210     165.6423
    7863     -70.2851     -34.0642
    7864     -56.4680     140.5648
    7865     -66.2669     143.3386
    7866     -63.7535     160.4701
    7867     -75.8148     -27.4914
    7868    -148.3184      -2.1904
    7869     -77.2094     -15.2167
    7870    -122.1856      23.7848
    7871     -62.8937     142.9044
    7872     -89.8820      80.5849
    7873     -57.2569     137.0089
    7874     -67.7225     159.1136
    7875     -78.7847      -0.8542
    7876     -64.1983     143.1745
    7877     -47.9809     141.8366
    7878    -121.7165      28.4961
    7879     -77.3736     -29.4777
    7880     -75.9103     140.5564
    7881     -84.2528     -20.7599
    7882     -54.2163     126.3439
    7883    -121.1731      33.3613
    7884     -48.3666     142.8159
    7885    -119.2691     139.7994
    7886     -57.6794     134.7383
    7887     -59.1041     152.0925
    7888     -65.6453     153.5814
    7889    -148.2338     163.0951
    7890    -161.3040     157.8526
    7891    -168.2607     144.2080
    7892     -96.5970      82.3337
    7893      56.3125    -156.8330
    7894      80.1442     132.4205
    7895      65.3719      26.6243
    7896      57.4255      41.9906
    7897      45.9662      45.5101
    7898      55.4850    -163.6749
    7899      61.8887    -155.5604
    7900      47.0706      50.9590
    7901      48.8067    -132.2695
    7902     -65.2980     146.4328
    7903     -69.9599     154.3161
    7904     -56.8275     109.1517
    7905     -63.4908     171.1056
    7906     -69.8462     143.7467
    7907    -165.3503     116.2032
    7908    -112.7275      72.1962
    7909     -55.1611     138.8842
    7910    -130.4864      -3.5283
    7911     -83.5367      -1.6663
    7912    -129.2775     105.7654
    7913     -46.7791     143.1011
    7914     -83.1560     -17.9222
    7915     -75.8735     152.3718
    7916    -156.8682     120.6978
    7917     -61.5310     139.7351
    7918     -58.1617     147.1727
    7919     -85.1636      58.8613
    7920     -63.5155     128.0561
    7921     -63.0125     -25.3063
    7922    -170.2572     165.7514
    7923     -77.4261     -18.4892
    7924     -67.9202     -34.0687
    7925     -64.9067     117.2608
    7926     -67.1390     133.2637
    7927     -69.2711       0.2387
    7928     -54.4524     168.9002
    7929     -79.0526      -0.0925
    7930    -126.0268       9.8498
    7931     -42.1399     150.6204
    7932     -58.8410     -45.3609
    7933     -43.7633     132.1645
    7934     -86.8362      74.8150
    7935     -66.9663     136.7511
    7936      54.9844     -74.1481
    7937      71.9659      19.5585
    7938      58.1739      53.8713
    7939      57.4604      51.4770
    7940      56.7317      49.7471
    7941    -164.9601     120.8236
    7942     -61.7094     -30.2362
    7943     -57.6518     137.2648
    7944     -76.8447     140.3986
    7945     -74.8692     -21.4116
    7946     -55.7340     133.6308
    7947     -62.6331     129.6924
    7948     -61.7911     -19.1421
    7949     -43.7727     145.6209
    7950     -59.7974     139.0460
    7951     -56.8010     -29.3917
    7952     -70.1927     167.1631
    7953     -52.7729     126.2747
    7954     -78.5028     136.0008
    7955     -75.4210     143.6123
    7956     -66.2645     144.4498
    7957     -91.1218     -16.2178
    7958     -78.5011      -8.5704
    7959     -75.4887     144.3079
    7960     -77.2270     -24.2348
    7961     -71.9798     119.7869
    7962     -44.8564     128.8414
    7963     -65.9497    -163.3739
    7964     -60.2990     155.1856
    7965     -53.8858     135.7726
    7966     -57.8536     132.4828
    7967     -72.9117     -30.5104
    7968     -77.5956     171.5889
    7969     -75.3653     -11.8338
    7970    -133.0481      -1.0646
    7971     -76.7844     142.3938
    7972     -72.1504     105.8497
    7973     -72.8861     153.6492
    7974     -93.4878     -24.9167
    7975     -77.8875     141.5439
    7976    -118.6594      -4.5503
    7977     -52.6519     125.0496
    7978     -25.9478     134.8864
    7979     -64.4389     -26.9598
    7980     -52.4660     152.4944
    7981     -74.3875     177.2665
    7982    -146.4138     -12.9553
    7983     -80.7157     -12.7240
    7984     -71.4135     148.7555
    7985    -168.8507     166.7246
    7986     -50.1471     141.5611
    7987    -112.3688     120.8523
    7988    -158.8036     170.1666
    7989     -56.1332     150.5348
    7990     -50.7969     153.6665
    7991    -159.6814     145.5339
    7992     -84.7625      11.9400
    7993     -67.1819     143.1091
    7994     -66.6082     131.8485
    7995     -75.5888     -30.7881
    7996     -99.4493     -11.2438
    7997     -89.0672       7.5654
    7998     -88.3854     143.0620
    7999    -118.3961      16.2315
    8000     -77.3684     114.6017
    8001     -53.8755     -28.7962
    8002    -141.6182      39.8060
    8003     -65.5404     -32.4207
    8004     -56.8943     150.1496
    8005    -167.8956     141.0724
    8006    -173.5802     160.5402
    8007     -62.1630     143.0043
    8008     -51.7560     144.9394
    8009    -133.2386      17.0288
    8010     -41.0382     131.2808
    8011     -86.1972      19.9011
    8012     -70.2643     136.8623
    8013     -79.2148     -17.6446
    8014     -94.3574     -24.9860
    8015     -74.3505     152.7314
    8016     -69.3969     -18.3952
    8017     -57.3744     136.9955
    8018     -48.9987     153.0238
    8019    -147.6975    -146.2748
    8020     -64.1777     -33.0222
    8021    -172.4435     130.1559
    8022    -155.2070     148.2703
    8023     -58.2265     167.6136
    8024     -44.6420     140.9996
    8025    -120.1272     139.6076
    8026    -128.6154     141.2133
    8027     -36.8210     126.2330
    8028     -38.5364     129.9217
    8029    -135.8887     137.7344
    8030     -61.8367     -35.9021
    8031     -90.1289      -0.8370
    8032     -60.9031     134.1998
    8033     -68.4647     131.3088
    8034     -55.3640     134.3190
    8035     -65.7075     153.8617
    8036     -54.6988     -15.9150
    8037     -65.7412     168.4933
    8038     -79.5597      56.1498
    8039      69.0457      45.8175
    8040      80.8089      27.3482
    8041      56.5014      52.0768
    8042     -60.7068     134.5096
    8043     -53.1591     -43.9671
    8044      51.1769      31.2007
    8045      56.2299      51.7040
    8046      47.4149      46.1334
    8047      46.6925      46.6647
    8048      53.7647      36.6562
    8049      65.4905      21.9245
    8050      58.4551      29.0440
    8051      55.0677      55.7927
    8052      58.7235      34.2058
    8053      56.4129      43.0745
    8054      57.7272     -47.8169
    8055      49.1780      36.0529
    8056      55.2304      43.5141
    8057      76.0847      18.9474
    8058      54.6224      54.4947
    8059      66.5173      30.5082
    8060      64.9655    -131.7681
    8061      65.6026      30.2272
    8062      -5.3647      85.3839
    8063      46.8728      64.9052
    8064      75.6069      12.2695
    8065      85.5658      14.6154
    8066      49.7171      61.0464
    8067      66.2099      51.0440
    8068      76.2118     -94.1106
    8069      76.4264      10.3106
    8070      68.1859      38.7323
    8071      70.9502      35.3311
    8072      64.0987      -2.9101
    8073      67.3899       1.5056
    8074      44.8779      37.2799
    8075      73.3738      32.5088
    8076      41.4201      50.4320
    8077      39.0453      59.5441
    8078     -84.3349     167.5201
    8079     169.8177     142.3238
    8080     -65.0326     159.5400
    8081    -118.2510      72.2525
    8082     -54.9423     -30.2119
    8083     -79.6103    -149.0878
    8084     -75.0248      31.4379
    8085     -77.6500     113.5701
    8086     -66.9113     151.6809
    8087     -53.8534     -42.0116
    8088     -48.0752     131.0317
    8089     -89.2211      70.7968
    8090     -52.2939     -31.5961
    8091    -122.7366     123.2293
    8092     -55.8756     157.6682
    8093     -54.3179     151.3281
    8094     -81.0152     107.7245
    8095     -65.9913     -35.3232
    8096    -127.1737     151.6841
    8097     -72.6451     142.4840
    8098     -77.9481     119.6838
    8099     -55.9951     141.2674
    8100     -81.2147      76.9866
    8101    -116.8171     -14.1368
    8102     -93.8765     -33.7092
    8103     -64.4927     137.4933
    8104    -169.4955     136.8417
    8105     -53.2683     151.0161
    8106    -132.3035      59.8680
    8107     -79.3296     139.8024
    8108     -66.2638     130.5452
    8109     -82.2145      -6.0622
    8110     -53.4216     -35.6490
    8111     -85.4264     -26.7471
    8112     -73.8676     -22.5739
    8113     -56.5784     -34.2150
    8114     -82.1974     128.6392
    8115     -60.0384     -20.5790
    8116     -60.9988     127.1699
    8117     -86.8499     144.8138
    8118     -72.4246     155.7686
    8119     -89.4010     -12.4777
    8120    -140.4136       7.4210
    8121    -101.7086     107.3815
    8122     -71.2735     133.5939
    8123     -69.7904     119.9602
    8124     -46.4832     140.8767
    8125    -150.4246       7.0233
    8126     -59.7238     -17.5283
    8127     -69.0280     -46.9085
    8128     -78.7489     115.4017
    8129     -59.1314     -38.5183
    8130     -76.9443     -21.0831
    8131     -76.6423     -22.6901
    8132     -68.6153     -27.2568
    8133    -158.8347     147.2725
    8134     -78.1917     142.8289
    8135     -73.6014     129.7994
    8136     -69.9494     149.6627
    8137     177.3107      58.6746
    8138     -63.0507     147.6820
    8139     -66.1971     136.5384
    8140     -51.1857     133.6139
    8141     -64.8929     -19.0817
    8142     -62.4981     148.4846
    8143     -72.8864      88.4137
    8144     -72.7446     157.6968
    8145     -97.1588     -36.4328
    8146     -56.8052     176.1817
    8147     -60.0878     -38.1042
    8148     -53.3850     132.4040
    8149     -63.2985     -28.9738
    8150     -87.4714     -33.1918
    8151     -79.7472     137.2341
    8152     -72.5344     151.0327
    8153     -79.1577     117.8792
    8154     -83.9648     -18.0539
    8155     -65.4219     169.9816
    8156     -84.6177     -39.1160
    8157    -132.6195       5.6830
    8158     -88.5471     159.6444
    8159     -62.7178     178.9755
    8160     -51.5924     140.0224
    8161     -60.3270     145.2936
    8162     -79.5488     141.2201
    8163     -76.6787     -29.0642
    8164     -65.7158     124.0816
    8165    -141.8752     178.1327
    8166     -45.7431     -44.7368
    8167     -65.8073     159.3954
    8168     -47.2782     158.3402
    8169    -139.1548      45.2425
    8170     -85.1094     135.4906
    8171     -55.2533     -44.1275
    8172     -70.3700     -44.2858
    8173    -135.6515     127.6699
    8174     -74.0635     149.1433
    8175     -61.4052     132.7963
    8176    -179.1469     165.7252
    8177    -172.3901     143.2203
    8178     -57.5802     129.1538
    8179      53.4086      48.8841
    8180      69.9500    -136.7572
    8181      83.9090      16.9933
    8182      64.3761    -141.5681
    8183      63.7781      20.9916
    8184      49.8936      55.3399
    8185      81.6626       1.8801
    8186      65.1317      26.4948
    8187      52.7085      49.1044
    8188      84.8771     -90.3834
    8189      59.2078      43.9444
    8190      56.4953      45.6709
    8191      55.6362      36.0855
    8192      56.4724      36.6447
    8193      63.2683      41.6969
    8194     -66.5151     -12.5017
    8195     -44.7474     149.1882
    8196    -103.4982     122.3774
    8197     -47.8944     137.9561
    8198    -158.5672     123.8439
    8199     -75.5725      -3.9483
    8200    -107.8845      -0.2458
    8201     -78.4448      16.0215
    8202     -73.0631     141.6889
    8203     -43.5950     139.6975
    8204     -68.2705     146.1141
    8205     -40.6743     141.9407
    8206     -61.1438     -29.6774
    8207    -111.5929     124.0917
    8208     -57.7375     125.4558
    8209     -62.3384     139.2780
    8210     -57.2348     134.0276
    8211    -110.1249     123.8071
    8212     -94.8814      -1.6589
    8213     -47.8016     151.7049
    8214     -70.5289     -28.7494
    8215     -49.3902     140.2534
    8216     -64.6404     -54.3775
    8217     -70.0144     -44.5888
    8218     -51.0887     132.9028
    8219     -71.0316     116.9512
    8220    -155.7735     165.6709
    8221    -170.8561     156.8551
    8222     -62.9222     -36.2302
    8223     -64.8138     -13.8816
    8224     -51.9988     150.4208
    8225     -73.9965      91.4802
    8226     -59.2999     143.2142
    8227     -60.5566     141.1018
    8228     -56.3201     -35.6099
    8229    -101.1383     133.3826
    8230    -160.8286     162.5014
    8231     -75.8175     -28.8708
    8232     -64.0529     138.3720
    8233     -65.6961     152.2160
    8234     -91.6105     129.2105
    8235     -66.8332     143.0805
    8236    -108.2509      98.6441
    8237     -82.5297      11.9842
    8238     -81.7865     131.6382
    8239    -156.5367    -154.1108
    8240     -67.6879     142.6540
    8241     -73.3827     148.0590
    8242     -65.6287     147.5095
    8243    -154.6388     135.5128
    8244     -94.9356      73.8478
    8245     -82.0339     139.4380
    8246     -78.5140     132.7478
    8247     -76.2423       5.0631
    8248     -53.1734     135.9692
    8249     -83.5196     135.0468
    8250     -54.1598     -50.0916
    8251    -142.9769    -156.0639
    8252     -77.2402     -18.5341
    8253     -68.3360     -17.3807
    8254     -75.3817     135.5568
    8255    -135.9055     -11.7662
    8256     -52.2324     -36.4186
    8257    -142.2376      88.0901
    8258     -65.5774     148.2914
    8259     -67.8298     -15.9494
    8260    -160.3868     142.0997
    8261     -57.1512     -42.4581
    8262     -73.0961     -21.8516
    8263     -72.4401     124.8622
    8264    -147.5282      -7.0183
    8265     -66.9402     135.3888
    8266     -62.1703     -41.3126
    8267    -101.8497     -27.3386
    8268     -66.0595     164.8885
    8269     -78.4350      61.6362
    8270     -81.2832     -35.4296
    8271     -54.3292     139.9259
    8272     -62.4400     158.2632
    8273     -71.9136     -16.1490
    8274     -56.4318     -37.4993
    8275    -168.6678    -164.8719
    8276     -75.5462      -4.6792
    8277     -97.1682     -24.7579
    8278     -87.2255      -9.1079
    8279     -50.9196     -46.8696
    8280     -51.3555     122.0318
    8281     -66.8031     -19.1361
    8282    -177.7810    -169.2227
    8283     -71.1710     129.9367
    8284    -158.1715     157.4271
    8285     -85.0852     -34.5285
    8286    -153.4458     115.5551
    8287    -168.7902     139.8740
    8288     -73.6951     140.5689
    8289     -58.4205     134.0288
    8290     -83.0397     -20.3997
    8291    -100.4355      67.4728
    8292     -91.6693     -27.1992
    8293    -161.8449      -0.5518
    8294     -44.3537     -45.5899
    8295     -63.2045     151.7070
    8296     -73.9949     -21.4438
    8297    -130.5512     117.7542
    8298     -61.1899     -53.9848
    8299     -58.6378     141.7340
    8300    -139.4168      -1.5322
    8301     -63.5412     -30.0152
    8302     -63.6412     131.1365
    8303     -55.6693     -31.5973
    8304     -81.0624     128.5889
    8305     -67.1444     -36.1746
    8306     -69.4135     -31.0797
    8307    -103.9608       9.8363
    8308     -58.6810     -40.5001
    8309     -73.7963     -16.7177
    8310    -178.8454     140.8232
    8311    -110.0340     -26.2500
    8312     -62.5862     -36.4725
    8313     -88.3897     118.3006
    8314     -70.3848     132.4934
    8315     -82.0663     114.4367
    8316     -46.5998     132.3541
    8317     -87.2617     106.7361
    8318     -71.7121      31.8023
    8319    -126.9089      -9.0282
    8320     -73.5460     118.1924
    8321     -66.6573     -71.3351
    8322     -54.1184     146.5822
    8323     -53.5225     153.6724
    8324    -157.6451     162.9934
    8325     -59.4899     154.5475
    8326     -67.2028     114.3777
    8327    -132.8145     154.3960
    8328     -50.1178     -48.0241
    8329     -79.2458     -20.4283
    8330     -74.6800      76.4343
    8331     -67.3141     139.9926
    8332     -75.5919     134.8625
    8333     -64.5234     133.1712
    8334     -66.3340     159.0453
    8335     -70.4466     148.6925
    8336    -159.8641     150.9631
    8337     -70.3260     -57.1208
    8338     -53.5855     141.6529
    8339     -79.3302     127.3658
    8340     -75.9868     135.3653
    8341     -68.3912     170.4743
    8342     -83.0267      77.4510
    8343     -56.8811     156.3528
    8344     -53.3274     128.9079
    8345    -111.3230      45.0355
    8346     -72.6176     148.9906
    8347     -57.3690     134.3046
    8348    -154.3806     122.6964
    8349    -125.8892      19.7108
    8350     -84.5859     -22.1077
    8351     -53.4882     151.6042
    8352     -80.7900     -17.9069
    8353    -114.1321      73.2622
    8354     -76.9728     158.6072
    8355    -168.7674     146.7048
    8356    -142.3394     -18.9419
    8357    -157.4145     143.9682
    8358    -111.6099      86.4283
    8359     -62.7868     -42.5096
    8360     -61.5008     157.5243
    8361     -75.1244     -33.3609
    8362     -60.0470     -27.7191
    8363    -147.8193     179.9964
    8364     -60.3341     145.2450
    8365     -69.5720     -21.2271
    8366    -150.6803     139.2476
    8367     -75.4066      99.6080
    8368     -66.7284     -34.2912
    8369     -67.3688     149.8026
    8370     -86.4117    -170.6622
    8371     -83.1893      64.7018
    8372     -86.2465     150.0757
    8373     -73.8321     -30.1438
    8374    -163.2038     167.1134
    8375    -156.4511      95.4172
    8376     -59.5651     135.0783
    8377    -157.5883     142.5642
    8378     -87.7894     100.0690
    8379     169.7811     165.1700
    8380     -59.9144     141.2298
    8381    -172.0780     168.5933
    8382     -56.0418     144.1123
    8383     -68.9741     -20.6266
    8384     -55.7030     -51.3776
    8385     -69.7251     158.6170
    8386    -170.4160     147.2779
    8387     -67.2392     173.3121
    8388     -69.1739     134.1564
    8389     -69.6367     167.3555
    8390     -77.3242     116.4194
    8391     -67.5040     -46.9971
    8392     -66.8174     -34.9723
    8393     -55.6736     145.7778
    8394     -68.9446      -4.5495
    8395     -63.7334     -19.3820
    8396     -63.1827     168.9583
    8397     -50.7286     134.5811
    8398     -82.9286     -15.7004
    8399     -63.4539     152.4114
    8400     -84.1570     136.9112
    8401     -78.3263     144.5237
    8402     -78.9062     -21.7422
    8403    -159.6123     124.8569
    8404    -158.4487     161.1088
    8405     -92.7152     128.5826
    8406    -134.5662     136.9729
    8407     -56.8129     -39.9818
    8408     -65.7542     148.7898
    8409     -86.1650     -28.2510
    8410     -60.3302     139.1971
    8411     -44.1339     -31.7247
    8412     -65.3729     131.7004
    8413    -155.1113    -168.2107
    8414     -77.1021     148.1715
    8415     -51.6017     136.3083
    8416     -52.9693     154.4371
    8417    -114.3997      80.3964
    8418     -56.5157     145.3105
    8419     -73.5994     -17.9566
    8420     -82.5493     142.2120
    8421    -131.5593      66.8851
    8422    -144.3270    -151.8873
    8423    -138.6957     124.0754
    8424    -145.8636     144.9321
    8425     -88.7851     125.0327
    8426     -57.4009     161.5462
    8427     -84.0694     120.1334
    8428     -66.7606    -177.3981
    8429    -176.1151     152.4728
    8430    -145.2207     156.2163
    8431     -89.6358     128.8089
    8432     -50.4667     137.7989
    8433    -104.3581     127.9366
    8434     -47.5648     -34.8083
    8435     -68.2291     123.4720
    8436    -115.2476      19.4395
    8437     -60.3342     129.8589
    8438     -58.4408     -53.6441
    8439     -99.9666       7.9271
    8440     -78.8985     144.3726
    8441     -73.2397     -22.6103
    8442     -49.9517     157.5015
    8443     -93.1255      61.9258
    8444     -60.7053     136.5595
    8445    -130.9721       6.6480
    8446     -68.4227     129.8487
    8447     -61.8521     162.8319
    8448     -96.2899     104.4712
    8449     -66.3865     139.0164
    8450    -143.4641      36.3707
    8451     -45.5952     126.0527
    8452     -60.6006     128.5764
    8453     -47.9164     -49.8121
    8454    -150.0888       7.8162
    8455     -57.0651     -46.3984
    8456     -79.6519      -3.0876
    8457     -87.4437      60.8494
    8458    -143.9282     124.5693
    8459     -71.7099     126.8508
    8460     -94.1869     102.7015
    8461     -70.6989     -25.7356
    8462     -63.1101    -179.7974
    8463     -47.5600     142.2210
    8464     -86.0668     -28.5195
    8465     -60.1365     152.5497
    8466     -82.8424       3.9000
    8467     -50.4261     -45.2135
    8468     -57.4124     149.7707
    8469    -155.3464     176.2532
    8470     -47.7869     126.0773
    8471     -87.3294     157.9689
    8472     -64.8806     148.5482
    8473      62.2472      35.6145
    8474     -59.1484     139.9628
    8475     -62.4762     158.2824
    8476     -89.1739      -6.9853
    8477     -70.5985     -22.5800
    8478     -78.6937     151.7167
    8479    -144.3830     146.8012
    8480    -114.9891     -30.8961
    8481     -45.2591     -54.3844
    8482    -160.0984    -172.0763
    8483     -53.2999     139.9923
    8484     -49.4531     145.7396
    8485     -84.4167     -19.6988
    8486     -77.7012     179.7811
    8487    -140.3114     138.3909
    8488      38.8152    -137.4472
    8489      63.5882      43.6920
    8490      41.4221    -137.0590
    8491      66.5882      48.1313
    8492      67.4423      14.6331
    8493      74.0531    -139.9564
    8494      88.5803     -75.8828
    8495      64.8342    -152.4390
    8496      52.4192      30.5014
    8497      58.7433      37.2513
    8498      81.1172       5.4984
    8499     -64.7876     138.4983
    8500    -103.7505      11.1720
    8501     -60.4675     146.0836
    8502     -80.8223       4.7651
    8503     -75.7132     -30.0713
    8504     -73.7807     -58.0386
    8505    -110.9027       0.0487
    8506    -115.2416      52.3047
    8507    -167.2618     144.3221
    8508    -101.2894       4.1225
    8509    -155.6948     150.9105
    8510     -34.3736     130.1121
    8511     -55.6893     -50.9487
    8512     -84.3502      -8.3894
    8513     -59.5411     159.2906
    8514     -59.9962    -178.0026
    8515     -72.4386     -21.9097
    8516    -118.2777       5.5384
    8517    -112.8521     -23.9728
    8518     -45.9174     134.9684
    8519    -101.3849    -105.3921
    8520    -112.9991      76.6837
    8521     -62.6652     132.5698
    8522     -64.4827     116.0572
    8523     -70.3708     157.3868
    8524     -66.8604     -48.5913
    8525     -94.5756       2.5241
    8526     -44.0805     -36.6680
    8527    -121.5128     128.4133
    8528     -68.2401     163.9811
    8529     -57.8211     131.7478
    8530     -53.4760     123.8515
    8531    -137.6085     148.6636
    8532     -59.0426     136.1243
    8533     -55.4744     135.3896
    8534     -86.4985      13.6553
    8535     -82.5435     125.9965
    8536    -105.6722     128.4949
    8537     -41.6173     147.8438
    8538     -85.5085     134.9259
    8539    -105.7190      82.7910
    8540     -62.3813     168.3364
    8541     -64.5280     102.6154
    8542    -157.9033     146.2593
    8543     -45.2898     151.5830
    8544     -65.7394     124.5199
    8545     -76.6956     -19.8701
    8546     -73.1754     145.9738
    8547     -91.1662      -0.2001
    8548     -83.4376      -8.2945
    8549     -50.4012     156.5648
    8550     -82.1220     111.5213
    8551      83.1280      26.8163
    8552      49.6976      62.2211
    8553      43.4830      50.4814
    8554     -56.3221     130.1734
    8555    -161.5265     126.8963
    8556     -64.4884     -42.0024
    8557     -56.1683     -28.7740
    8558     -73.3205     -14.9916
    8559     -87.7860       7.7149
    8560     -50.2080     -56.1295
    8561     -78.7028     -12.7077
    8562     -66.5100     155.5805
    8563     -84.7337     -27.1515
    8564     -63.9680     146.5751
    8565     -89.1491       4.1945
    8566     -69.5165     123.8861
    8567    -149.6844      78.7545
    8568     -79.9695     -39.1254
    8569     -63.0866     143.1252
    8570     -50.8124     137.0371
    8571     -46.1639     148.7359
    8572     -74.7479     163.7865
    8573     -87.0541      99.3084
    8574     -65.7595     163.7240
    8575    -124.4092      37.2891
    8576    -150.3562     -45.1708
    8577     -68.4302     131.5863
    8578     -74.6854     138.0853
    8579     -98.2514      40.9640
    8580     -42.3952     151.9038
    8581    -130.2562      24.1619
    8582     -83.0624     161.8659
    8583     -62.6602     157.4024
    8584    -149.6994      76.5261
    8585     -54.2943     -25.5097
    8586     -80.7435      66.1852
    8587     -56.7707     132.6168
    8588     -90.0190      -7.7962
    8589     -61.9656     -27.4859
    8590     -81.9424     -21.6354
    8591     -53.4130     148.3570
    8592    -161.3333     163.0915
    8593    -151.5633      14.0580
    8594     -63.3392     144.5815
    8595     -53.0209     127.2673
    8596    -138.9859      26.8623
    8597    -118.1594     -13.9426
    8598     -91.1436     -12.6402
    8599     -65.7475     145.4573
    8600     -94.3553      66.7692
    8601     -61.7652     -20.7079
    8602     -48.2805     135.7725
    8603     -65.1686     150.2413
    8604     175.2142     171.8366
    8605     -59.1418     -41.5896
    8606     -90.8652     -34.7086
    8607     -76.8062     117.8614
    8608     -93.9444     -25.4127
    8609     -56.7976     -31.9297
    8610     -52.7096     142.7104
    8611     -95.4936      -8.5605
    8612     -55.7254     146.1301
